xmag ymag zmag
1757 305 -738
1757 305 -738
1757 305 -738
1757 305 -738
1745 -453 -1062
1745 -453 -1062
1745 -453 -1062
1745 -453 -1062
1745 -453 -1062
1745 -453 -1062
1745 -453 -1062
1745 -453 -1062
1479 -985 -1188
1479 -985 -1188
1479 -985 -1188
1479 -985 -1188
1479 -985 -1188
1479 -985 -1188
1479 -985 -1188
1479 -985 -1188
1100 -1525 -1311
1100 -1525 -1311
1100 -1525 -1311
1100 -1525 -1311
1100 -1525 -1311
1100 -1525 -1311
1100 -1525 -1311
1100 -1525 -1311
448 -1906 -1331
448 -1906 -1331
448 -1906 -1331
448 -1906 -1331
448 -1906 -1331
448 -1906 -1331
448 -1906 -1331
448 -1906 -1331
-605 -2019 -1199
-605 -2019 -1199
-605 -2019 -1199
-605 -2019 -1199
-605 -2019 -1199
-605 -2019 -1199
-605 -2019 -1199
-605 -2019 -1199
-1610 -1731 -1102
-1610 -1731 -1102
-1610 -1731 -1102
-1610 -1731 -1102
-1610 -1731 -1102
-1610 -1731 -1102
-1610 -1731 -1102
-1610 -1731 -1102
-2224 -1437 -1240
-2224 -1437 -1240
-2224 -1437 -1240
-2224 -1437 -1240
-2224 -1437 -1240
-2224 -1437 -1240
-2224 -1437 -1240
-2224 -1437 -1240
-2656 -1175 -1452
-2656 -1175 -1452
-2656 -1175 -1452
-2656 -1175 -1452
-2656 -1175 -1452
-2656 -1175 -1452
-2656 -1175 -1452
-2656 -1175 -1452
-3039 -944 -1757
-3039 -944 -1757
-3039 -944 -1757
-3039 -944 -1757
-3039 -944 -1757
-3039 -944 -1757
-3039 -944 -1757
-3039 -944 -1757
-3384 -719 -2093
-3384 -719 -2093
-3384 -719 -2093
-3384 -719 -2093
-3384 -719 -2093
-3384 -719 -2093
-3384 -719 -2093
-3384 -719 -2093
-3576 -385 -2106
-3576 -385 -2106
-3576 -385 -2106
-3576 -385 -2106
-3576 -385 -2106
-3576 -385 -2106
-3576 -385 -2106
-3576 -385 -2106
-3677 -211 -2192
-3677 -211 -2192
-3677 -211 -2192
-3677 -211 -2192
-3677 -211 -2192
-3677 -211 -2192
-3677 -211 -2192
-3677 -211 -2258
-3750 -146 -2258
-3750 -146 -2258
-3750 -146 -2258
-3750 -146 -2258
-3750 -146 -2258
-3750 -146 -2258
-3750 -146 -2258
-3726 -158 -2329
-3726 -158 -2329
-3726 -158 -2329
-3726 -158 -2329
-3726 -158 -2329
-3726 -158 -2329
-3726 -158 -2329
-3726 -158 -2329
-3701 -144 -2288
-3701 -144 -2288
-3701 -144 -2288
-3701 -144 -2288
-3701 -144 -2288
-3701 -144 -2288
-3701 -144 -2288
-3701 -144 -2288
-3632 -220 -2170
-3632 -220 -2170
-3632 -220 -2170
-3632 -220 -2170
-3632 -220 -2170
-3632 -220 -2170
-3632 -220 -2170
-3632 -220 -2170
-3567 -315 -1970
-3567 -315 -1970
-3567 -315 -1970
-3567 -315 -1970
-3567 -315 -1970
-3567 -315 -1970
-3567 -315 -1970
-3567 -315 -1970
-3548 -285 -1921
-3548 -285 -1921
-3548 -285 -1921
-3548 -285 -1921
-3548 -285 -1921
-3548 -285 -1921
-3548 -285 -1921
-3548 -285 -1921
-3388 -522 -1890
-3388 -522 -1890
-3388 -522 -1890
-3388 -522 -1890
-3388 -522 -1890
-3388 -522 -1890
-3388 -522 -1890
-3388 -522 -1890
-3376 -731 -1978
-3376 -731 -1978
-3376 -731 -1978
-3376 -731 -1978
-3376 -731 -1978
-3376 -731 -1978
-3376 -731 -1978
-3376 -731 -1978
-3364 -760 -2094
-3364 -760 -2094
-3364 -760 -2094
-3364 -760 -2094
-3364 -760 -2094
-3364 -760 -2094
-3364 -760 -2094
-3364 -760 -2094
-3512 -607 -2178
-3512 -607 -2178
-3512 -607 -2178
-3512 -607 -2178
-3512 -607 -2178
-3512 -607 -2178
-3512 -607 -2178
-3512 -607 -2178
-3718 -221 -2156
-3718 -221 -2156
-3718 -221 -2156
-3718 -221 -2156
-3718 -221 -2156
-3718 -221 -2156
-3718 -221 -2156
-3718 -221 -2156
-3868 28 -2381
-3868 28 -2381
-3868 28 -2381
-3868 28 -2381
-3868 28 -2381
-3868 28 -2381
-3868 28 -2381
-3868 28 -2381
-4038 455 -2449
-4038 455 -2449
-4038 455 -2449
-4038 455 -2449
-4038 455 -2449
-4038 455 -2449
-4038 455 -2449
-4038 455 -2449
-4048 563 -2616
-4048 563 -2616
-4048 563 -2616
-4048 563 -2616
-4048 563 -2616
-4048 563 -2616
-4048 563 -2616
-4048 563 -2616
-4063 472 -2895
-4063 472 -2895
-4063 472 -2895
-4063 472 -2895
-4063 472 -2895
-4063 472 -2895
-4063 472 -2895
-4063 472 -2895
-4053 635 -3025
-4053 635 -3025
-4053 635 -3025
-4053 635 -3025
-4053 635 -3025
-4053 635 -3025
-4053 635 -3025
-4053 635 -3025
-4084 994 -3184
-4084 994 -3184
-4084 994 -3184
-4084 994 -3184
-4084 994 -3184
-4084 994 -3184
-4084 994 -3184
-4084 994 -3184
-4089 1337 -3492
-4089 1337 -3492
-4089 1337 -3492
-4089 1337 -3492
-4089 1337 -3492
-4089 1337 -3492
-4089 1337 -3492
-4089 1337 -3492
-3944 1758 -3791
-3944 1758 -3791
-3944 1758 -3791
-3944 1758 -3791
-3944 1758 -3791
-3944 1758 -3791
-3944 1758 -3791
-3944 1758 -3791
-3755 2221 -4014
-3755 2221 -4014
-3755 2221 -4014
-3755 2221 -4014
-3755 2221 -4014
-3755 2221 -4014
-3755 2221 -4014
-3755 2221 -4014
-3410 2648 -4430
-3410 2648 -4430
-3410 2648 -4430
-3410 2648 -4430
-3410 2648 -4430
-3410 2648 -4430
-3410 2648 -4430
-3410 2648 -4430
-2788 3049 -4818
-2788 3049 -4818
-2788 3049 -4818
-2788 3049 -4818
-2788 3049 -4818
-2788 3049 -4818
-2788 3049 -4818
-2788 3049 -4818
-1761 3357 -5042
-1761 3357 -5042
-1761 3357 -5042
-1761 3357 -5042
-1761 3357 -5042
-1761 3357 -5042
-1761 3357 -5042
-1761 3357 -5042
-891 3402 -5219
-891 3402 -5219
-891 3402 -5219
-891 3402 -5219
-891 3402 -5219
-891 3402 -5219
-891 3402 -5219
-891 3402 -5219
-67 3331 -5121
-67 3331 -5121
-67 3331 -5121
-67 3331 -5121
-67 3331 -5121
-67 3331 -5121
-67 3331 -5121
-67 3331 -5121
888 2914 -4950
888 2914 -4950
888 2914 -4950
888 2914 -4950
888 2914 -4950
888 2914 -4950
888 2914 -4950
888 2914 -4950
1170 2982 -4636
1170 2982 -4636
1170 2982 -4636
1170 2982 -4636
1170 2982 -4636
1170 2982 -4636
1170 2982 -4636
1170 2982 -4636
1737 2614 -4226
1737 2614 -4226
1737 2614 -4226
1737 2614 -4226
1737 2614 -4226
1737 2614 -4226
1737 2614 -4226
2249 2242 -3762
2087 2242 -3762
2087 2242 -3762
2087 2242 -3762
2087 2242 -3762
2087 2242 -3762
2087 2242 -3762
2087 2242 -3762
2408 1819 -2975
2408 1819 -2975
2408 1819 -2975
2408 1819 -2975
2408 1819 -2975
2408 1819 -2975
2408 1819 -2975
2408 1819 -2975
2476 1495 -2540
2476 1495 -2540
2476 1495 -2540
2476 1495 -2540
2476 1495 -2540
2476 1495 -2540
2476 1495 -2540
2476 1495 -2540
2423 1223 -1964
2423 1223 -1964
2423 1223 -1964
2423 1223 -1964
2423 1223 -1964
2423 1223 -1964
2423 1223 -1964
2423 1223 -1964
2341 1123 -1617
2341 1123 -1617
2341 1123 -1617
2341 1123 -1617
2341 1123 -1617
2341 1123 -1617
2341 1123 -1617
2341 1123 -1617
2196 1144 -1508
2196 1144 -1508
2196 1144 -1508
2196 1144 -1508
2196 1144 -1508
2196 1144 -1508
2196 1144 -1508
2196 1144 -1508
2207 1133 -1393
2207 1133 -1393
2207 1133 -1393
2207 1133 -1393
2207 1133 -1393
2207 1133 -1393
2207 1133 -1393
2207 1133 -1393
2137 1247 -1334
2137 1247 -1334
2137 1247 -1334
2137 1247 -1334
2137 1247 -1334
2137 1247 -1334
2137 1247 -1334
2137 1247 -1334
1983 1581 -1267
1983 1581 -1267
1983 1581 -1267
1983 1581 -1267
1983 1581 -1267
1983 1581 -1267
1983 1581 -1267
1983 1581 -1267
1694 2119 -1122
1694 2119 -1122
1694 2119 -1122
1694 2119 -1122
1694 2119 -1122
1694 2119 -1122
1694 2119 -1122
1694 2119 -1122
1294 2683 -1234
1294 2683 -1234
1294 2683 -1234
1294 2683 -1234
1294 2683 -1234
1294 2683 -1234
1294 2683 -1234
1294 2683 -1234
556 3348 -1451
556 3348 -1451
556 3348 -1451
556 3348 -1451
556 3348 -1451
556 3348 -1451
556 3348 -1451
556 3348 -1451
-583 3918 -1895
-583 3918 -1895
-583 3918 -1895
-583 3918 -1895
-583 3918 -1895
-583 3918 -1895
