xmag ymag zmag
-599 2390 -6294
-599 2390 -6294
-214 3008 -5809
-214 3008 -5809
-214 3008 -5809
-214 3008 -5809
-214 3008 -5809
-214 3008 -5809
-214 3008 -5809
-214 3008 -5809
160 3136 -5579
160 3136 -5579
160 3136 -5579
160 3136 -5579
160 3136 -5579
160 3136 -5579
160 3136 -5579
160 3136 -5579
390 3006 -5518
390 3006 -5518
390 3006 -5518
390 3006 -5518
390 3006 -5518
390 3006 -5518
390 3006 -5518
390 3006 -5518
371 3176 -5346
371 3176 -5346
371 3176 -5346
371 3176 -5346
371 3176 -5346
371 3176 -5346
371 3176 -5346
371 3176 -5346
478 3233 -5171
478 3233 -5171
478 3233 -5171
478 3233 -5171
478 3233 -5171
478 3233 -5171
478 3233 -5171
478 3233 -5171
673 3312 -4904
673 3312 -4904
673 3312 -4904
673 3312 -4904
673 3312 -4904
673 3312 -4904
673 3312 -4904
673 3312 -4904
885 3298 -4691
885 3298 -4691
885 3298 -4691
885 3298 -4691
885 3298 -4691
885 3298 -4691
885 3298 -4691
885 3298 -4691
961 3320 -4501
961 3320 -4501
961 3320 -4501
961 3320 -4501
961 3320 -4501
961 3320 -4501
961 3320 -4501
961 3320 -4501
980 3363 -4493
980 3363 -4493
980 3363 -4493
980 3363 -4493
980 3363 -4493
980 3363 -4493
980 3363 -4493
980 3363 -4493
900 3408 -4494
900 3408 -4494
900 3408 -4494
900 3408 -4494
900 3408 -4494
900 3408 -4494
900 3408 -4494
900 3408 -4494
858 3503 -4345
858 3503 -4345
858 3503 -4345
858 3503 -4345
858 3503 -4345
858 3503 -4345
858 3503 -4345
858 3503 -4345
507 3773 -4216
507 3773 -4216
507 3773 -4216
507 3773 -4216
507 3773 -4216
507 3773 -4216
507 3773 -4216
507 3773 -4216
323 3972 -3920
323 3972 -3920
323 3972 -3920
323 3972 -3920
323 3972 -3920
323 3972 -3920
323 3972 -3920
323 3972 -3920
452 3926 -3530
452 3926 -3530
452 3926 -3530
452 3926 -3530
452 3926 -3530
452 3926 -3530
452 3926 -3530
452 3926 -3530
810 3813 -3020
810 3813 -3020
810 3813 -3020
810 3813 -3020
810 3813 -3020
810 3813 -3020
810 3813 -3020
810 3813 -3020
1180 3471 -2749
1180 3471 -2749
1180 3471 -2749
1180 3471 -2749
1180 3471 -2749
1180 3471 -2749
1180 3471 -2749
1180 3471 -2749
1569 3139 -2642
1569 3139 -2642
1569 3139 -2642
1569 3139 -2642
1569 3139 -2642
1569 3139 -2642
1569 3139 -2642
1569 3139 -2642
1812 2776 -2394
1812 2776 -2394
1812 2776 -2394
1812 2776 -2394
1812 2776 -2394
1812 2776 -2394
1812 2776 -2394
1812 2776 -2394
1914 2497 -1949
1914 2497 -1949
1914 2497 -1949
1914 2497 -1949
1914 2497 -1949
1914 2497 -1949
1914 2497 -1949
1914 2497 -1949
1837 2260 -1487
1837 2260 -1487
1837 2260 -1487
1837 2260 -1487
1837 2260 -1487
1837 2260 -1487
1837 2260 -1487
1837 2004 -1166
1646 1961 -1166
1646 1961 -1166
1646 1961 -1166
1646 1961 -1166
1646 1961 -1166
1646 1961 -1166
1646 1961 -1166
1546 1672 -891
1546 1672 -891
1546 1672 -891
1546 1672 -891
1546 1672 -891
1546 1672 -891
1546 1672 -891
1546 1672 -891
1390 1508 -707
1390 1508 -707
1390 1508 -707
1390 1508 -707
1390 1508 -707
1390 1508 -707
1390 1508 -707
1390 1508 -707
1237 1574 -584
1237 1574 -584
1237 1574 -584
1237 1574 -584
1237 1574 -584
1237 1574 -584
1237 1574 -584
1237 1574 -584
1128 1453 -499
1128 1453 -499
1128 1453 -499
1128 1453 -499
1128 1453 -499
1128 1453 -499
1128 1453 -499
1128 1453 -499
948 1343 -436
948 1343 -436
948 1343 -436
948 1343 -436
948 1343 -436
948 1343 -436
948 1343 -436
948 1343 -436
897 1574 -422
897 1574 -422
897 1574 -422
897 1574 -422
897 1574 -422
897 1574 -422
897 1574 -422
897 1574 -422
830 1884 -430
830 1884 -430
830 1884 -430
830 1884 -430
830 1884 -430
830 1884 -430
830 1884 -430
830 1884 -430
754 2229 -590
754 2229 -590
754 2229 -590
754 2229 -590
754 2229 -590
754 2229 -590
754 2229 -590
754 2229 -590
578 2475 -652
578 2475 -652
578 2475 -652
578 2475 -652
578 2475 -652
578 2475 -652
578 2475 -652
578 2475 -652
294 2876 -828
294 2876 -828
294 2876 -828
294 2876 -828
294 2876 -828
294 2876 -828
294 2876 -828
294 2876 -828
175 3296 -1285
175 3296 -1285
